feature_id,band_class,fusion_class,go_label,go_auc,crossmodal_omega,crossmodal_pair,protein_frac,go_frac,text_frac,activation_freq,mean_activation,max_activation,n_proteins_active
5701,text-heavy,unimodal,nucleic acid binding,0.9049,0.0,none,0.0,0.0,1.0,0.0056,3.8845,16.2752,300
18054,text-heavy,unimodal,catalytic activity,0.9043,0.0,none,0.0,0.0,1.0,0.0012,7.5303,25.5843,213
6165,text-heavy,unimodal,biosynthetic process,0.904,0.0,none,0.0,0.0,1.0,0.0077,6.4068,31.3486,276
18508,text-heavy,unimodal,multicellular organism development,0.9034,0.0,none,0.0,0.0,1.0,0.0039,5.2048,16.0556,284
5038,text-heavy,unimodal,cytosol,0.9031,0.0,none,0.0,0.0,1.0,0.0009,5.9572,14.4324,217
19639,text-heavy,unimodal,nucleic acid binding,0.9028,0.0,none,0.0,0.0,1.0,0.0098,7.8531,35.5113,195
6207,text-heavy,unimodal,response to stress,0.9028,0.0,none,0.0,0.0,1.0,0.0032,5.7712,19.6615,254
13772,text-heavy,unimodal,nucleus,0.9027,0.0,none,0.0,0.0,1.0,0.0019,6.5964,22.8598,292
707,text-heavy,unimodal,cytosol,0.9024,0.0,none,0.0,0.0,1.0,0.0008,12.2734,31.9333,174
369,text-heavy,unimodal,localization,0.902,0.0,none,0.0,0.0,1.0,0.0005,8.8782,28.0622,284
6710,text-heavy,unimodal,multicellular organism development,0.9018,0.0,none,0.0,0.0,1.0,0.005,5.1651,19.0705,270
13584,text-heavy,unimodal,nucleic acid binding,0.9013,0.0,none,0.0,0.0,1.0,0.0013,15.4386,48.1113,300
11449,text-heavy,unimodal,multicellular organism development,0.9013,0.0,none,0.0,0.0,1.0,0.0031,9.0247,24.2389,247
1797,text-heavy,unimodal,intracellular non-membrane-bounded organelle,0.9009,0.0,none,0.0,0.0,1.0,0.0006,9.3148,37.5192,157
5810,text-heavy,unimodal,multicellular organism development,0.8997,0.0,none,0.0,0.0,1.0,0.002,6.7592,21.1486,270
18419,text-heavy,unimodal,multicellular organism development,0.8997,0.0,none,0.0,0.0,1.0,0.0012,7.8115,27.4774,256
3459,text-heavy,unimodal,negative regulation of biological process,0.8996,0.0,none,0.0,0.0,1.0,0.004,5.9474,21.4073,280
13541,text-heavy,unimodal,plasma membrane,0.8994,0.0,none,0.0,0.0,1.0,0.0108,3.521,12.7405,300
16902,text-heavy,unimodal,nucleic acid binding,0.8986,0.0,none,0.0,0.0,1.0,0.0009,12.0393,32.1516,153
9501,text-heavy,unimodal,multicellular organism development,0.8986,0.0,none,0.0,0.0,1.0,0.0013,4.9993,34.6112,214
19074,text-heavy,unimodal,anatomical structure development,0.8985,0.0,none,0.0,0.0,1.0,0.0031,7.7703,26.046,160
8239,text-heavy,unimodal,nucleus,0.8979,0.0,none,0.0,0.0,1.0,0.0031,8.2314,24.1841,290
14517,text-heavy,unimodal,response to stimulus,0.8973,0.0,none,0.0,0.0,1.0,0.0012,6.8743,20.3277,205
2360,text-heavy,unimodal,catalytic activity,0.896,0.0,none,0.0,0.0,1.0,0.0012,11.4551,40.1328,299
12020,text-heavy,unimodal,nucleic acid binding,0.896,0.0,none,0.0,0.0,1.0,0.0008,6.3861,33.1553,179
5399,text-heavy,unimodal,multicellular organism development,0.896,0.0,none,0.0,0.0,1.0,0.0024,4.5688,16.8385,287
13130,text-heavy,unimodal,multicellular organism development,0.8955,0.0,none,0.0,0.0,1.0,0.0028,7.7435,19.4528,281
15776,text-heavy,unimodal,nucleic acid binding,0.8955,0.0,none,0.0,0.0,1.0,0.0039,8.1548,26.2965,236
8059,text-heavy,unimodal,multicellular organism development,0.8944,0.0,none,0.0,0.0,1.0,0.0017,6.218,44.8933,300
17729,text-heavy,unimodal,nucleic acid binding,0.8944,0.0,none,0.0,0.0,1.0,0.0022,7.5023,20.9118,265
6152,text-heavy,unimodal,multicellular organism development,0.8944,0.0,none,0.0,0.0,1.0,0.0019,3.7041,14.1549,246
7249,text-heavy,unimodal,nucleic acid binding,0.8944,0.0,none,0.0,0.0,1.0,0.0018,7.6703,31.6052,177
12931,text-heavy,unimodal,cytosol,0.8935,0.0,none,0.0,0.0,1.0,0.0013,10.2082,24.9265,219
18736,text-heavy,unimodal,plasma membrane,0.8927,0.0,none,0.0,0.0,1.0,0.0004,9.5346,30.1734,208
11071,text-heavy,unimodal,developmental process,0.8923,0.0,none,0.0,0.0,1.0,0.0277,5.2654,20.5625,300
14140,text-heavy,unimodal,developmental process,0.8905,0.0,none,0.0,0.0,1.0,0.0022,8.7679,24.7016,249
9925,text-heavy,unimodal,organelle lumen,0.8904,0.0,none,0.0,0.0,1.0,0.0016,8.4944,29.7027,160
17793,text-heavy,unimodal,nucleus,0.8897,0.0,none,0.0,0.0,1.0,0.0004,7.6977,27.7816,198
3702,text-heavy,unimodal,nucleus,0.8895,0.0,none,0.0,0.0,1.0,0.0064,7.2629,35.3688,251
3039,text-heavy,unimodal,nucleic acid binding,0.8892,0.0,none,0.0,0.0,1.0,0.0034,5.5196,16.0198,195
15872,text-heavy,unimodal,multicellular organism development,0.8892,0.0,none,0.0,0.0,1.0,0.0018,5.6895,29.5931,300
3286,text-heavy,unimodal,catalytic activity,0.889,0.0,none,0.0,0.0,1.0,0.0024,6.7183,23.1014,208
10788,text-heavy,unimodal,nucleic acid binding,0.8881,0.0,none,0.0,0.0,1.0,0.0035,9.2955,42.5097,105
17332,text-heavy,unimodal,nucleic acid binding,0.8881,0.0,none,0.0,0.0,1.0,0.0016,11.1591,41.2936,241
7179,text-heavy,unimodal,organelle lumen,0.8877,0.0,none,0.0,0.0,1.0,0.0004,13.6205,32.6263,140
10956,text-heavy,unimodal,positive regulation of biological process,0.8867,0.0,none,0.0,0.0,1.0,0.0015,9.6983,30.9782,149
20361,text-heavy,unimodal,catalytic activity,0.8861,0.0,none,0.0,0.0,1.0,0.0016,11.5738,32.7512,274
13799,text-heavy,unimodal,multicellular organism development,0.886,0.0,none,0.0,0.0,1.0,0.0053,3.8242,32.257,300
17526,text-heavy,unimodal,multicellular organismal process,0.8854,0.0,none,0.0,0.0,1.0,0.0007,11.1309,32.2697,300
5159,text-heavy,unimodal,negative regulation of biological process,0.8852,0.0,none,0.0,0.0,1.0,0.001,11.3312,37.392,133
11987,text-heavy,unimodal,nucleic acid binding,0.885,0.0,none,0.0,0.0,1.0,0.005,7.5252,30.4339,158
2702,text-heavy,unimodal,plasma membrane,0.8834,0.0,none,0.0,0.0,1.0,0.0008,14.0055,47.7135,267
15357,text-heavy,unimodal,plasma membrane,0.8834,0.0,none,0.0,0.0,1.0,0.0013,7.2761,32.4505,242
20280,text-heavy,unimodal,multicellular organism development,0.8824,0.0,none,0.0,0.0,1.0,0.0025,5.4989,18.8127,153
755,text-heavy,unimodal,plasma membrane,0.8822,0.0,none,0.0,0.0,1.0,0.0017,7.328,37.9724,298
15067,text-heavy,unimodal,negative regulation of biological process,0.8819,0.0,none,0.0,0.0,1.0,0.0014,7.8573,21.6782,220
7704,text-heavy,unimodal,plasma membrane,0.8817,0.0,none,0.0,0.0,1.0,0.0009,7.4562,27.6063,286
2830,text-heavy,unimodal,binding,0.8817,0.0,none,0.0,0.0,1.0,0.0013,8.5599,22.7601,300
8685,text-heavy,unimodal,cytosol,0.881,0.0,none,0.0,0.0,1.0,0.0021,8.4838,25.9627,294
12297,text-heavy,unimodal,multicellular organism development,0.8808,0.0,none,0.0,0.0,1.0,0.0069,6.0008,29.2581,218
4897,text-heavy,unimodal,organelle lumen,0.8808,0.0,none,0.0,0.0,1.0,0.002,7.1613,28.1286,284
13406,text-heavy,unimodal,multicellular organism development,0.8808,0.0,none,0.0,0.0,1.0,0.0021,6.9171,24.5141,300
18940,text-heavy,unimodal,negative regulation of biological process,0.8808,0.0,none,0.0,0.0,1.0,0.0017,7.5381,21.5992,152
9646,text-heavy,unimodal,plasma membrane,0.8805,0.0,none,0.0,0.0,1.0,0.0006,14.6041,44.7062,208
14077,text-heavy,unimodal,organelle lumen,0.8804,0.0,none,0.0,0.0,1.0,0.0012,8.198,31.6576,211
1171,text-heavy,unimodal,catalytic activity,0.8803,0.0,none,0.0,0.0,1.0,0.0014,9.8645,23.0717,245
14731,text-heavy,unimodal,catalytic activity,0.8803,0.0,none,0.0,0.0,1.0,0.0012,10.5718,36.9013,161
4055,text-heavy,unimodal,multicellular organismal process,0.8803,0.0,none,0.0,0.0,1.0,0.0028,5.8366,16.4592,163
11514,text-heavy,unimodal,catalytic activity,0.88,0.0,none,0.0,0.0,1.0,0.0013,8.7322,34.3993,274
4883,text-heavy,unimodal,plasma membrane,0.8796,0.0,none,0.0,0.0,1.0,0.0017,5.1595,20.447,259
14745,text-heavy,unimodal,response to stress,0.8792,0.0,none,0.0,0.0,1.0,0.0023,8.8537,37.5331,58
3119,text-heavy,unimodal,catalytic activity,0.8784,0.0,none,0.0,0.0,1.0,0.0031,4.709,22.9851,297
11065,text-heavy,unimodal,protein-containing complex,0.8781,0.0,none,0.0,0.0,1.0,0.0002,16.7494,40.0798,123
11831,text-heavy,unimodal,negative regulation of biological process,0.8778,0.0,none,0.0,0.0,1.0,0.0086,5.6944,27.834,270
15818,text-heavy,unimodal,nucleic acid binding,0.8776,0.0,none,0.0,0.0,1.0,0.0016,5.5569,23.6639,300
5648,text-heavy,unimodal,nucleic acid binding,0.8776,0.0,none,0.0,0.0,1.0,0.0005,18.8447,54.5261,209
15982,text-heavy,unimodal,catalytic activity,0.8774,0.0,none,0.0,0.0,1.0,0.005,5.7818,21.4141,265
4575,text-heavy,unimodal,multicellular organism development,0.8771,0.0,none,0.0,0.0,1.0,0.0024,5.9208,26.5585,234
20320,text-heavy,unimodal,nucleic acid binding,0.8771,0.0,none,0.0,0.0,1.0,0.0118,7.4275,38.6134,238
10225,text-heavy,unimodal,protein binding,0.8766,0.0,none,0.0,0.0,1.0,0.0012,4.4105,16.3973,276
10827,text-heavy,unimodal,catalytic activity,0.8762,0.0,none,0.0,0.0,1.0,0.0013,7.8903,25.3731,265
1188,text-heavy,unimodal,nucleus,0.8759,0.0,none,0.0,0.0,1.0,0.0012,7.7303,23.8155,244
8899,text-heavy,unimodal,nucleic acid binding,0.8755,0.0,none,0.0,0.0,1.0,0.0024,7.0166,22.4704,299
15152,text-heavy,unimodal,multicellular organism development,0.8755,0.0,none,0.0,0.0,1.0,0.0021,8.3873,33.9828,139
2353,text-heavy,unimodal,nucleic acid binding,0.8755,0.0,none,0.0,0.0,1.0,0.0029,6.2804,21.6895,296
980,text-heavy,unimodal,developmental process,0.8753,0.0,none,0.0,0.0,1.0,0.0034,5.7084,17.262,210
2932,text-heavy,unimodal,multicellular organismal process,0.8752,0.0,none,0.0,0.0,1.0,0.0004,19.2263,43.4823,109
642,text-heavy,unimodal,plasma membrane,0.875,0.0,none,0.0,0.0,1.0,0.0022,5.6602,20.1984,290
18157,text-heavy,unimodal,plasma membrane,0.8746,0.0,none,0.0,0.0,1.0,0.0023,5.9886,20.3792,139
8015,text-heavy,unimodal,catalytic activity,0.8746,0.0,none,0.0,0.0,1.0,0.0034,5.8082,15.8506,246
3725,text-heavy,unimodal,nucleic acid binding,0.8745,0.0,none,0.0,0.0,1.0,0.0079,5.2946,19.5943,300
6176,text-heavy,unimodal,positive regulation of biological process,0.8742,0.0,none,0.0,0.0,1.0,0.0013,9.3972,17.7697,150
6111,text-heavy,unimodal,catalytic activity,0.8739,0.0,none,0.0,0.0,1.0,0.0023,8.3319,32.9237,141
8247,text-heavy,unimodal,multicellular organismal process,0.8739,0.0,none,0.0,0.0,1.0,0.0006,13.4203,32.0395,156
15278,text-heavy,unimodal,biosynthetic process,0.8735,0.0,none,0.0,0.0,1.0,0.0006,7.513,25.6384,117
922,text-heavy,unimodal,multicellular organism development,0.8734,0.0,none,0.0,0.0,1.0,0.0021,7.192,23.7911,111
14469,text-heavy,unimodal,response to stress,0.8734,0.0,none,0.0,0.0,1.0,0.001,10.671,34.694,213
19797,text-heavy,unimodal,plasma membrane,0.8733,0.0,none,0.0,0.0,1.0,0.0009,3.4357,8.2111,266
9819,text-heavy,unimodal,nucleic acid binding,0.8729,0.0,none,0.0,0.0,1.0,0.0013,9.7872,31.3188,173
7647,text-heavy,unimodal,nucleic acid binding,0.8729,0.0151,none,0.0013,0.0,0.9987,0.2205,3.178,10.6122,300
13168,text-heavy,unimodal,nucleus,0.8725,0.0,none,0.0,0.0,1.0,0.0015,11.6775,32.0761,292
12393,text-heavy,unimodal,multicellular organism development,0.8724,0.0,none,0.0,0.0,1.0,0.0059,3.0535,6.5895,300
373,text-heavy,unimodal,nucleic acid binding,0.8724,0.0,none,0.0,0.0,1.0,0.0017,9.2881,28.3952,126
15822,text-heavy,unimodal,protein-containing complex,0.8723,0.0,none,0.0,0.0,1.0,0.0084,3.031,6.0809,300
9911,text-heavy,unimodal,multicellular organismal process,0.8723,0.0,none,0.0,0.0,1.0,0.0018,5.8793,27.0258,300
12416,text-heavy,unimodal,catalytic activity,0.872,0.0,none,0.0,0.0,1.0,0.0045,5.512,17.2651,272
5640,text-heavy,unimodal,plasma membrane,0.8716,0.0,none,0.0,0.0,1.0,0.0011,13.7305,37.1573,164
801,text-heavy,unimodal,catalytic activity,0.8714,0.0,none,0.0,0.0,1.0,0.0032,6.6123,21.9187,181
11779,text-heavy,unimodal,plasma membrane,0.8712,0.0,none,0.0,0.0,1.0,0.0033,4.7509,14.408,300
9061,text-heavy,unimodal,multicellular organism development,0.8708,0.0,none,0.0,0.0,1.0,0.0053,4.7964,17.737,245
1574,text-heavy,unimodal,multicellular organism development,0.8708,0.0,none,0.0,0.0,1.0,0.0027,9.5532,43.4467,104
8592,text-heavy,unimodal,plasma membrane,0.8708,0.0,none,0.0,0.0,1.0,0.0006,13.0033,60.5058,236
12179,text-heavy,unimodal,catalytic activity,0.8701,0.0,none,0.0,0.0,1.0,0.0011,10.0227,29.8781,213
16986,text-heavy,unimodal,nucleic acid binding,0.8697,0.0,none,0.0,0.0,1.0,0.0012,7.7063,28.4008,224
9764,text-heavy,unimodal,multicellular organism development,0.8697,0.0,none,0.0,0.0,1.0,0.0047,3.359,9.1272,246
20249,text-heavy,unimodal,response to stress,0.8692,0.0,none,0.0,0.0,1.0,0.0022,5.3813,16.2692,133
19320,text-heavy,unimodal,catalytic activity,0.8685,0.0,none,0.0,0.0,1.0,0.0092,6.0005,18.2155,252
19197,text-heavy,unimodal,plasma membrane,0.8683,0.0,none,0.0,0.0,1.0,0.0024,6.0936,21.7503,187
12702,text-heavy,unimodal,catalytic activity,0.8678,0.0,none,0.0,0.0,1.0,0.0021,6.1036,24.1289,232
8950,text-heavy,unimodal,plasma membrane,0.8678,0.0,none,0.0,0.0,1.0,0.0032,5.7828,21.0934,300
16195,text-heavy,unimodal,catalytic activity,0.8678,0.0,none,0.0,0.0,1.0,0.0006,14.4057,39.4203,102
2454,text-heavy,unimodal,positive regulation of biological process,0.8674,0.0,none,0.0,0.0,1.0,0.0037,7.2473,16.4521,164
13703,text-heavy,unimodal,nucleic acid binding,0.8671,0.0,none,0.0,0.0,1.0,0.0008,5.2502,15.5225,218
9697,text-heavy,unimodal,nucleic acid binding,0.8661,0.0,none,0.0,0.0,1.0,0.001,13.7067,42.2502,255
5829,text-heavy,unimodal,response to stimulus,0.866,0.0,none,0.0,0.0,1.0,0.004,5.6186,27.4726,236
17554,text-heavy,unimodal,multicellular organism development,0.8655,0.0,none,0.0,0.0,1.0,0.0076,5.2174,14.1879,300
19498,text-heavy,unimodal,cytosol,0.8654,0.0,none,0.0,0.0,1.0,0.0017,8.7353,26.4112,277
17684,text-heavy,unimodal,catalytic activity,0.8653,0.0,none,0.0,0.0,1.0,0.0015,9.5557,31.0182,224
1051,text-heavy,unimodal,intracellular non-membrane-bounded organelle,0.8651,0.0,none,0.0,0.0,1.0,0.0015,2.4547,6.7099,279
9246,text-heavy,unimodal,protein-containing complex,0.8648,0.0,none,0.0,0.0,1.0,0.0012,8.795,34.0149,280
6162,text-heavy,unimodal,developmental process,0.8648,0.0,none,0.0,0.0,1.0,0.0019,4.8408,11.743,290
7530,text-heavy,unimodal,cytosol,0.8647,0.0,none,0.0,0.0,1.0,0.002,8.5227,23.1776,275
8979,text-heavy,unimodal,biosynthetic process,0.8647,0.0,none,0.0,0.0,1.0,0.0021,9.732,32.3546,219
16502,text-heavy,unimodal,plasma membrane,0.8645,0.0,none,0.0,0.0,1.0,0.001,10.0815,29.9778,170
11499,text-heavy,unimodal,catalytic activity,0.8637,0.0,none,0.0,0.0,1.0,0.0031,9.0629,21.5669,227
19368,text-heavy,unimodal,catalytic activity,0.8637,0.0,none,0.0,0.0,1.0,0.0007,12.9615,41.9418,178
945,text-heavy,unimodal,catalytic activity,0.8637,0.0,none,0.0,0.0,1.0,0.0059,6.097,22.991,220
17271,text-heavy,unimodal,multicellular organism development,0.8634,0.0,none,0.0,0.0,1.0,0.0015,12.0305,35.1768,256
975,text-heavy,unimodal,nucleic acid binding,0.8629,0.0,none,0.0,0.0,1.0,0.0071,3.6132,13.8151,300
2944,text-heavy,unimodal,nucleic acid binding,0.8629,0.0,none,0.0,0.0,1.0,0.0005,22.4665,50.7941,233
13364,text-heavy,unimodal,nucleic acid binding,0.8624,0.0,none,0.0,0.0,1.0,0.0012,12.7035,35.0911,251
9701,text-heavy,unimodal,multicellular organism development,0.8624,0.0,none,0.0,0.0,1.0,0.0057,2.6216,5.471,299
13972,text-heavy,unimodal,catalytic activity,0.8621,0.0,none,0.0,0.0,1.0,0.0013,11.006,27.7875,257
1650,text-heavy,unimodal,heterocycle metabolic process,0.862,0.0,none,0.0,0.0,1.0,0.0031,7.1397,26.193,201
4814,text-heavy,unimodal,organonitrogen compound metabolic process,0.862,0.0,none,0.0,0.0,1.0,0.0072,2.9634,10.0046,300
2832,text-heavy,unimodal,plasma membrane,0.862,0.0,none,0.0,0.0,1.0,0.0016,4.7678,18.0027,296
18037,text-heavy,unimodal,multicellular organism development,0.8613,0.0,none,0.0,0.0,1.0,0.0027,8.0069,29.2042,123
2048,text-heavy,unimodal,catalytic activity,0.8602,0.0,none,0.0,0.0,1.0,0.002,8.605,27.9764,277
18510,text-heavy,unimodal,nucleus,0.8601,0.0,none,0.0,0.0,1.0,0.0017,10.0657,25.5835,297
1194,text-heavy,unimodal,cytosol,0.8601,0.0,none,0.0,0.0,1.0,0.0018,4.6609,14.9204,285
8688,text-heavy,unimodal,organelle lumen,0.8596,0.0,none,0.0,0.0,1.0,0.0012,8.5665,24.5286,280
11546,text-heavy,unimodal,multicellular organism development,0.8592,0.0,none,0.0,0.0,1.0,0.0003,15.022,33.6715,101
6377,text-heavy,unimodal,organelle lumen,0.8592,0.0,none,0.0,0.0,1.0,0.0038,5.6938,17.8265,300
20435,text-heavy,unimodal,multicellular organismal process,0.8592,0.0,none,0.0,0.0,1.0,0.015,4.0019,12.726,300
12838,text-heavy,unimodal,anatomical structure development,0.8591,0.0,none,0.0,0.0,1.0,0.0028,7.3112,29.9279,132
12201,text-heavy,unimodal,plasma membrane,0.859,0.0,none,0.0,0.0,1.0,0.0017,6.9815,24.7803,297
9193,text-heavy,unimodal,plasma membrane,0.859,0.0,none,0.0,0.0,1.0,0.0002,14.1198,39.9695,173
12467,text-heavy,unimodal,multicellular organism development,0.8587,0.0,none,0.0,0.0,1.0,0.0021,6.476,22.4546,297
6244,text-heavy,unimodal,multicellular organismal process,0.8586,0.0,none,0.0,0.0,1.0,0.0005,15.4309,39.668,120
6828,text-heavy,unimodal,multicellular organismal process,0.8586,0.0,none,0.0,0.0,1.0,0.0056,5.378,18.6654,299
13166,text-heavy,unimodal,anatomical structure development,0.8581,0.0,none,0.0,0.0,1.0,0.0012,10.5999,32.0662,300
13854,text-heavy,unimodal,cellular process,0.858,0.0,none,0.0,0.0,1.0,0.0006,7.9169,10.6366,300
4876,text-heavy,unimodal,nucleic acid binding,0.8561,0.0,none,0.0,0.0,1.0,0.0019,6.4595,27.0801,291
20086,text-heavy,unimodal,plasma membrane,0.8561,0.0,none,0.0,0.0,1.0,0.0075,3.1264,8.7136,300
19221,text-heavy,unimodal,multicellular organism development,0.8556,0.0,none,0.0,0.0,1.0,0.0167,3.4724,8.2486,300
12636,text-heavy,unimodal,nucleic acid binding,0.855,0.0,none,0.0,0.0,1.0,0.0045,5.0737,16.6054,226
473,text-heavy,unimodal,response to stimulus,0.8546,0.0,none,0.0,0.0,1.0,0.0015,9.3846,23.0366,132
1231,text-heavy,unimodal,multicellular organism development,0.8545,0.0,none,0.0,0.0,1.0,0.002,7.4488,25.827,275
12777,text-heavy,unimodal,nucleic acid binding,0.8545,0.0,none,0.0,0.0,1.0,0.0022,9.5226,24.1082,226
11153,text-heavy,unimodal,catalytic activity,0.8544,0.0,none,0.0,0.0,1.0,0.0019,8.3041,24.4129,300
19516,text-heavy,unimodal,negative regulation of biological process,0.8542,0.0,none,0.0,0.0,1.0,0.0034,12.0176,28.6431,185
15518,text-heavy,unimodal,multicellular organismal process,0.8534,0.0,none,0.0,0.0,1.0,0.0003,20.5512,43.7395,102
4334,text-heavy,unimodal,catalytic activity,0.8531,0.0,none,0.0,0.0,1.0,0.0013,12.404,38.9443,132
10721,text-heavy,unimodal,cell periphery,0.8531,0.0,none,0.0,0.0,1.0,0.0013,7.988,27.0144,178
11691,text-heavy,unimodal,nucleic acid binding,0.8529,0.0,none,0.0,0.0,1.0,0.0065,6.0404,16.7935,300
7244,text-heavy,unimodal,catalytic activity,0.8522,0.0,none,0.0,0.0,1.0,0.0029,7.6616,27.9813,219
10724,text-heavy,unimodal,nucleus,0.8522,0.0,none,0.0,0.0,1.0,0.0008,6.7767,25.6525,223
8196,text-heavy,unimodal,catalytic activity,0.8515,0.0,none,0.0,0.0,1.0,0.0014,5.5633,14.4902,291
11004,text-heavy,unimodal,catalytic activity,0.8509,0.0,none,0.0,0.0,1.0,0.0029,6.0626,21.1368,284
7060,text-heavy,unimodal,plasma membrane,0.8506,0.0,none,0.0,0.0,1.0,0.0052,7.685,23.3306,300
7242,text-heavy,unimodal,protein-containing complex,0.8501,0.0,none,0.0,0.0,1.0,0.0008,5.739,11.7555,300
